"ip";"port";"country code";"city";"region";"country";"level";"http";"https";"socks4";"socks5";"google";"twitter";"instagram";"telegram";"avito";"mailru";"real_ip";"response, msec";"good checks";"bad checks";"hostname"
"67.43.236.18";19691;"ID";"Makassar";"South Sulawesi";"Индонезия";1;1;1;0;0;0;0;0;0;0;0;"140.213.217.49";156;16;1;"140.213.217.49"
"67.43.236.18";19511;"ID";"Tanjung Barat";"Jakarta";"Индонезия";1;0;1;0;0;0;0;0;0;0;0;"111.94.105.238";156;4;0;"fm-dyn-111-94-105-238.fast.net.id"
"67.43.236.18";18375;"MX";"San Luis Ro Colorado";"Sonora";"Мексика";1;1;1;0;0;0;0;0;0;0;0;"201.143.200.52";156;7;0;"201.143.200.52"
"67.43.236.18";17417;"TH";"Bangkok";"Bangkok";"Таиланд";1;1;1;0;0;0;0;0;0;1;0;"124.120.125.28";156;4;0;"124.120.125.28"
"67.43.236.18";16537;"PY";"Asuncin";"Asuncin";"Парагвай";1;1;1;0;0;0;0;0;0;1;0;"181.94.228.144";156;7;0;"host-144.181-94-228.personal.net.py"
"67.43.236.18";15251;"VN";"Da Nang";"Da Nang";"Вьетнам";1;1;1;0;0;0;0;0;0;1;0;"113.165.60.244";156;10;0;"113.165.60.244"
"67.43.236.18";14957;"PH";"Carmona";"Province of Cavite";"Филиппины";1;1;1;0;0;0;0;0;0;1;0;"112.202.103.17";156;27;3;"112.202.103.17"
"67.43.236.18";13895;"CO";"Bogot";"Bogota D.C.";"Колумбия";1;1;1;0;0;0;0;0;0;1;0;"181.236.3.43";156;41;1;"181.236.3.43"
"67.43.236.18";12517;"MX";"Ciudad Jurez";"Chihuahua";"Мексика";1;1;1;0;0;0;0;0;0;1;0;"201.127.150.120";156;22;0;"dsl-201-127-150-120-dyn.prod-infinitum.com.mx"
"67.43.236.18";11935;"KR";"Geumcheon-gu";"Seoul";"Республика Корея";1;1;1;0;0;0;0;0;0;1;0;"183.101.59.139";156;4;0;"183.101.59.139"
"67.43.236.18";11389;"ID";"Jakarta";"Jakarta";"Индонезия";1;1;1;0;0;0;0;0;0;1;0;"114.10.44.4";156;4;0;"114.10.44.4"
"67.43.236.18";11337;"RU";"Yuzhno-Sakhalinsk";"Sakhalin Oblast";"Россия";1;1;1;0;0;0;0;0;0;1;0;"188.113.188.127";155;4;0;"ip-188-113-188-127.z60.ysk.scts.tv"
"67.43.236.18";11303;"CL";"Santiago";"Santiago Metropolitan";"Чили";1;1;1;0;0;0;0;0;0;1;0;"181.42.20.195";155;16;0;"181.42.20.195"
"67.43.236.18";10533;"BR";"Divinpolis";"Minas Gerais";"Бразилия";1;1;1;0;0;0;0;0;0;1;0;"187.0.187.85";155;10;0;"85.187.0.187.in-addr.arpa.verointernet.com.br"
"67.43.236.18";10221;"DO";"Santo Domingo Este";"Santo Domingo Province";"Доминиканская Республика";1;1;1;0;0;0;0;0;0;0;0;"181.37.151.1";155;4;0;"181.37.151.1"
"67.43.236.18";9677;"PE";"Lima region";"Lima region";"Перу";1;1;1;0;0;0;0;0;0;1;0;"190.234.111.246";155;7;0;"190.234.111.246"
"67.43.236.18";7745;"CL";"Parral";"Maule Region";"Чили";1;1;1;0;0;0;0;0;0;1;0;"191.114.206.42";155;22;0;"191.114.206.42"
"67.43.236.18";7369;"PK";"Bahawalpur";"Punjab";"Пакистан";1;1;1;0;0;0;0;0;0;1;0;"119.157.161.208";155;7;0;"119.157.161.208"
"67.43.236.18";7317;"MX";"Cuautitln Izcalli";"Mxico";"Мексика";1;1;1;0;0;0;0;0;0;1;0;"201.145.137.230";155;4;0;"dsl-201-145-137-230-dyn.prod-infinitum.com.mx"
"67.43.236.18";7051;"AE";"Dubai";"Dubai";"ОАЭ";1;1;1;0;0;0;0;0;0;1;0;"2.49.180.61";155;10;0;"2.49.180.61"
"67.43.236.18";6025;"SA";"Medina";"Medina Region";"Саудовская Аравия";1;1;1;0;0;0;0;0;0;1;0;"178.87.98.52";155;4;0;"178.87.98.52"
"67.43.236.18";6005;"MX";"Ciudad Obregn";"Sonora";"Мексика";1;1;1;0;0;0;0;0;0;1;0;"187.137.29.65";155;38;0;"187.137.29.65"
"67.43.236.18";5819;"MX";"Tlaquepaque";"Jalisco";"Мексика";1;1;1;0;0;0;0;0;0;1;0;"189.203.205.198";155;25;1;"fixed-189-203-205-198.totalplay.net"
"67.43.236.18";3903;"US";"Myrtle Beach";"South Carolina";"США";1;1;1;0;0;0;0;0;0;1;0;"216.16.178.73";155;4;0;"73.216-16-178-net.sccoast.net"
"67.43.236.18";3019;"EC";"Quito";"Pichincha";"Эквадор";1;1;1;0;0;0;0;0;0;1;0;"186.42.171.186";155;4;0;"186.171.42.186.static.anycast.cnt-grms.ec"
"67.43.236.18";1387;"PH";"Pasig";"Metro Manila";"Филиппины";1;1;1;0;0;0;0;0;0;1;0;"152.32.98.184";155;19;1;"184.98.32.152.convergeict.com"
"67.43.228.252";24433;"VE";"";"";"Венесуэла";1;1;1;0;0;0;0;0;0;1;0;"190.199.178.124";155;30;0;"190-199-178-124.pod-00-p69.cantv.net"
"67.43.228.250";33047;"US";"Miami";"Florida";"США";1;1;1;0;0;0;0;0;0;1;0;"174.48.223.58";155;9;0;"c-174-48-223-58.hsd1.fl.comcast.net"
"67.43.228.250";30703;"MX";"Zacatecas City";"Zacatecas";"Мексика";1;1;1;0;0;0;0;0;0;1;0;"187.133.74.251";155;9;0;"187.133.74.251"
"67.43.228.250";30625;"MY";"Kuala Lumpur";"Kuala Lumpur";"Малайзия";1;1;1;0;0;0;0;0;0;1;0;"161.142.139.120";155;6;0;"161.142.139.120"
"67.43.228.250";28303;"MY";"Kuala Lumpur";"Kuala Lumpur";"Малайзия";1;1;1;0;0;0;0;0;0;1;0;"161.142.144.12";155;9;0;"161.142.144.12"
"67.43.228.250";26579;"CA";"Milton";"Ontario";"Канада";1;1;1;0;0;0;0;0;0;0;0;"166.48.178.11";154;6;0;"166.48.178.11"
"67.43.228.250";26205;"US";"Wichita";"Kansas";"США";1;1;1;0;0;0;0;0;0;1;0;"72.205.241.110";155;6;0;"ip72-205-241-110.ks.ks.cox.net"
"67.43.228.250";25543;"BD";"Nilphamari";"Nilphamari";"Бангладеш";1;1;1;0;0;0;0;0;0;0;0;"103.23.204.237";155;6;1;"103.23.204.237"
"67.43.228.250";24229;"IN";"Lucknow";"Uttar Pradesh";"Индия";1;1;1;0;0;0;0;0;0;0;0;"152.59.191.226";155;6;0;"152.59.191.226"
"67.43.228.250";23649;"MY";"Subang Jaya";"Selangor";"Малайзия";1;1;1;0;0;0;0;0;0;1;0;"161.142.152.145";155;6;0;"161.142.152.145"
"67.43.228.250";21627;"AU";"Brisbane";"Queensland";"Австралия";1;1;1;0;0;0;0;0;0;1;0;"101.115.180.142";155;9;0;"101.115.180.142"
"67.43.228.250";20881;"CA";"Markham";"Ontario";"Канада";1;1;1;0;0;0;0;0;0;0;0;"76.67.64.106";155;21;0;"bras-base-mrhmon2412w-grc-17-76-67-64-106.dsl.bell.ca"
"67.43.228.250";20867;"ID";"Surabaya";"East Java";"Индонезия";1;1;1;0;0;0;0;0;0;1;0;"158.140.175.233";155;6;0;"host-158.140.175-233.myrepublic.co.id"
"67.43.228.250";19495;"AE";"Sharjah";"Sharjah";"ОАЭ";1;1;1;0;0;0;0;0;0;1;0;"5.194.144.108";155;63;8;"5.194.144.108"
"67.43.228.250";19321;"US";"Bristol";"Virginia";"США";1;1;1;0;0;0;0;0;0;1;0;"66.171.94.44";155;41;0;"66.171.94.44"
"67.43.228.250";18843;"US";"Houston";"Texas";"США";1;1;1;0;0;0;0;0;0;0;0;"73.77.194.200";155;21;0;"c-73-77-194-200.hsd1.tx.comcast.net"
"67.43.228.250";16605;"ID";"Bandung";"West Java";"Индонезия";1;1;1;0;0;0;0;0;0;1;0;"36.72.192.127";155;9;0;"36.72.192.127"
"67.43.228.250";14195;"SA";"Dammam";"Eastern Province";"Саудовская Аравия";1;1;1;0;0;0;0;0;0;1;0;"51.39.246.138";155;6;0;"51.39.246.138"
"67.43.228.250";12597;"NP";"Kathmandu";"Bagmati Province";"Непал";1;1;1;0;0;0;0;0;0;1;0;"27.34.66.118";155;6;0;"27.34.66.118"
"67.43.228.250";11603;"DO";"San Cristbal";"San Cristbal";"Доминиканская Республика";1;1;1;0;0;0;0;0;0;1;0;"148.103.83.233";155;6;0;"148.103.83.233"
"67.43.228.250";11011;"IN";"Delhi";"National Capital Territory of Delhi";"Индия";1;1;1;0;0;0;0;0;0;1;0;"103.199.226.93";155;6;0;"103.199.226.93"
"67.43.228.250";10033;"KW";"Kuwait City";"Al Asimah";"Кувейт";1;1;1;0;0;0;0;0;0;0;0;"37.231.252.1";155;23;3;"37.231.252.1"
"67.43.228.250";9851;"DO";"Santo Domingo";"Nacional";"Доминиканская Республика";1;1;1;0;0;0;0;0;0;1;0;"148.0.107.73";155;38;0;"73.107.0.148.d.dyn.claro.net.do"
"67.43.228.250";9223;"TW";"Taipei";"Taipei City";"Тайвань";1;1;1;0;0;0;0;0;0;1;0;"159.117.85.150";155;6;0;"159.117.85.150"
"67.43.228.250";7499;"US";"Lawrenceville";"Georgia";"США";1;1;1;0;0;0;0;0;0;0;0;"71.204.121.183";155;24;0;"c-71-204-121-183.hsd1.ga.comcast.net"
"67.43.228.250";7141;"KH";"";"";"Камбоджа";1;1;1;0;0;0;0;0;0;0;0;"136.228.146.3";155;9;2;"sinet.3.146.228.136.sinet.com.kh"
"67.43.228.250";6511;"ID";"South Tangerang";"Banten";"Индонезия";1;1;1;0;0;0;0;0;0;1;0;"36.69.93.253";155;9;0;"36.69.93.253"
"67.43.228.250";2797;"CO";"Bogot";"Bogota D.C.";"Колумбия";1;1;1;0;0;0;0;0;0;1;0;"200.189.27.21";155;6;0;"customer.bgtacol1.pop.starlinkisp.net"
"67.43.228.250";2441;"UY";"Montevideo";"Montevideo Department";"Уругвай";1;1;1;0;0;0;0;0;0;1;0;"167.60.95.4";154;9;0;"167.60.95.4"
"67.43.228.250";2133;"PK";"";"";"Пакистан";1;1;1;0;0;0;0;0;0;1;0;"103.131.8.26";154;6;0;"103.131.8.26"
"67.43.228.250";1325;"ID";"Malang";"East Java";"Индонезия";1;1;1;0;0;0;0;0;0;1;0;"103.189.207.249";154;6;0;"103.189.207.249"
"54.250.76.76";3128;"JP";"Tokyo";"Tokyo";"Япония";1;0;1;0;0;0;0;0;0;1;0;"35.72.119.146";288;718;97;"ec2-35-72-119-146.ap-northeast-1.compute.amazonaws.com"
"54.222.174.194";80;"CN";"Beijing";"Beijing";"Китай";1;1;1;0;0;0;0;0;0;0;0;"52.80.11.51";272;898;408;"ec2-52-80-11-51.cn-north-1.compute.amazonaws.com.cn"
"49.148.27.170";8082;"PH";"Cebu City";"Province of Cebu";"Филиппины";1;0;1;0;0;0;0;0;0;1;0;"49.148.27.170";402;201;27;"49.148.27.170"
"49.145.48.72";8082;"PH";"Cebu City";"Province of Cebu";"Филиппины";1;0;1;0;0;0;0;0;0;1;0;"49.145.60.126";402;498;384;"dsl.49.145.60.126.pldt.net"
"47.251.43.115";33333;"US";"Santa Clara";"California";"США";1;1;1;0;0;0;0;0;0;0;0;"47.251.43.115";272;95791;128508;"47.251.43.115"
"47.91.65.23";3128;"DE";"Frankfurt am Main";"Hesse";"Германия";1;0;1;0;0;0;0;0;0;1;0;"47.91.65.23";145;15371;4622;"47.91.65.23"
"41.45.226.54";8080;"EG";"Giza";"Giza";"Египет";1;0;1;0;0;0;0;0;1;0;0;"41.45.226.54";144;89;53;"41.45.226.54"
"31.6.41.62";8118;"CH";"Zurich";"Zurich";"Швейцария";1;1;1;0;0;0;0;0;0;0;0;"31.6.41.62";276;7;0;"31.6.41.62"
"27.79.219.209";16000;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;1;0;"27.79.219.209";406;25;0;"localhost"
"14.241.80.37";8080;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.241.80.37";277;2530;10606;"static.vnpt.vn"
"14.224.174.168";4401;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.229.134.249";277;51;8;"static.vnpt.vn"
"14.224.174.168";3671;"VN";"Ha Long";"Qung Ninh";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.171.188.73";277;52;8;"14.171.188.73"
"14.224.174.168";2858;"VN";"Ha Long";"Qung Ninh";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.163.185.165";277;49;7;"static.vnpt.vn"
"14.224.174.168";2154;"VN";"Ha Long";"Qung Ninh";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.171.188.190";277;8;1;"14.171.188.190"
"14.224.174.168";2079;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.235.28.130";277;33;7;"static.vnpt.vn"
"14.224.165.146";3535;"VN";"Hi Dng";"Hi Dng Province";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.188.63.195";1258;42;6;"14.188.63.195"
"14.224.165.146";2194;"VN";"Hanoi";"Hanoi";"Вьетнам";1;0;1;0;0;0;0;0;0;0;0;"14.244.73.184";1257;38;8;"14.244.73.184"
"14.224.165.146";2148;"VN";"Haiphong";"Haiphong";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.163.108.170";277;39;10;"14.163.108.170"
"5.255.11.40";8080;"YE";"Sanaa";"Amanat Alasimah";"Йемен";1;0;1;0;0;0;0;0;0;1;0;"94.26.223.115";408;196;37;"94.26.223.115"
"5.231.45.11";8888;"DE";"";"";"Германия";1;0;1;0;0;0;0;1;1;1;0;"5.231.45.11";147;207;263;"11.45.231.5.hostbrr.com"
"3.89.186.143";3128;"US";"Ashburn";"Virginia";"США";1;0;1;0;0;0;0;0;0;0;0;"3.89.186.143";156;254;24;"ec2-3-89-186-143.compute-1.amazonaws.com"
"192.9.248.0";21000;"US";"San Jose";"California";"США";1;1;1;0;0;0;0;0;0;0;0;"192.9.248.0";275;971;2027;"192.9.248.0"
"180.127.205.169";1080;"CN";"";"";"Китай";1;1;1;0;0;0;0;0;0;0;0;"180.127.205.169";398;157;1648;"180.127.205.169"
"208.87.243.199";7878;"US";"Los Angeles";"California";"США";1;0;1;0;0;0;0;0;0;0;0;"208.87.243.199";280;14280;52305;"unassigned.psychz.net"
"182.53.75.33";8080;"TH";"Uttaradit";"Uttaradit";"Таиланд";1;0;1;0;0;0;0;1;1;1;0;"182.53.75.33";269;200;2;"node-eu9.pool-182-53.dynamic.nt-isp.net"
"112.78.157.178";8080;"ID";"Jakarta";"Jakarta";"Индонезия";1;0;1;0;0;0;0;1;1;1;0;"112.78.157.178";270;447;465;"112.78.157.178"
"95.47.239.221";3128;"UZ";"Tashkent";"Tashkent";"Узбекистан";1;0;1;0;0;1;0;0;1;1;1;"95.47.239.221";145;10382;4897;"95.47.239.221"
"72.10.160.91";22845;"BD";"";"";"Бангладеш";1;1;1;0;0;0;0;0;0;0;0;"160.250.8.15";156;4;0;"160.250.8.15"
"72.10.160.90";31113;"GT";"Quetzaltenango";"Quetzaltenango";"Гватемала";1;1;1;0;0;0;0;1;1;1;0;"168.227.131.238";156;4;0;"168-227-131-238.reverse.cablecolor.com.gt"
"72.10.160.90";23869;"CL";"Tocopilla";"Antofagasta";"Чили";1;1;1;0;0;0;0;1;1;1;0;"152.173.49.18";156;4;0;"152.173.49.18"
"72.10.160.90";22609;"MX";"San Luis Potos City";"San Luis Potos";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"201.152.95.138";156;4;0;"dsl-201-152-95-138-dyn.prod-infinitum.com.mx"
"72.10.160.90";14665;"MM";"Yangon";"Yangon";"Мьянма (Бирма)";1;1;1;0;0;0;0;0;1;1;0;"103.135.217.160";156;4;0;"103.135.217.160"
"72.10.160.90";13793;"IN";"Kottayam";"Kerala";"Индия";1;1;1;0;0;1;0;1;1;1;0;"103.189.143.228";155;4;0;"103.189.143.228"
"72.10.160.90";8459;"MX";"Guadalajara";"Jalisco";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"177.245.224.9";155;4;0;"177.245.224.9"
"72.10.160.90";7051;"PK";"";"";"Пакистан";1;1;1;0;0;0;0;0;0;0;0;"203.128.9.166";155;4;0;"203.128.9.166"
"72.10.160.90";4777;"MY";"Kuala Lumpur";"Kuala Lumpur";"Малайзия";1;1;1;0;0;1;0;1;1;1;0;"180.75.253.197";155;4;0;"180.75.253.197"
"54.176.198.158";3128;"US";"San Jose";"California";"США";1;1;1;0;0;0;0;1;1;1;1;"54.176.198.158";270;8;0;"ec2-54-176-198-158.us-west-1.compute.amazonaws.com"
"188.240.118.229";8080;"YE";"";"";"Йемен";1;0;1;0;0;0;0;1;0;0;0;"188.240.118.229";504;93;931;"188.240.118.229"
"72.10.164.178";22543;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;1;1;0;0;1;0;1;1;1;0;"190.77.164.250";161;6;1;"190-77-164-250.cnt-01-p79.cantv.net"
"72.10.164.178";9723;"PE";"Lima";"Lima Province";"Перу";1;1;1;0;0;0;0;1;1;1;0;"177.53.155.28";161;6;1;"177-53-155-28.liber.com.pe"
"72.10.164.178";3867;"KR";"";"";"Республика Корея";1;1;1;0;0;0;0;1;1;1;0;"1.233.201.181";161;92;3;"1.233.201.181"
"72.10.160.174";27395;"CU";"Havana";"Havana";"Куба";1;1;1;0;0;1;0;1;1;1;0;"152.206.125.202";161;3;0;"152.206.125.202"
"72.10.160.171";29145;"US";"Zephyrhills";"Florida";"США";1;0;1;0;0;0;0;0;0;0;0;"16.98.10.14";281;14;3;"syn-016-098-010-014.res.spectrum.com"
"72.10.160.171";5825;"PE";"Lima";"Lima Province";"Перу";1;1;1;0;0;0;0;1;1;1;0;"38.25.22.133";160;12;3;"38.25.22.133"
"72.10.160.170";33205;"PH";"Iloilo City";"Province of Iloilo";"Филиппины";1;1;1;0;0;0;0;1;1;1;0;"49.145.130.127";160;4;0;"49.145.130.127"
"72.10.160.170";32837;"MY";"Kuala Lumpur";"Kuala Lumpur";"Малайзия";1;1;1;0;0;0;0;1;1;1;0;"161.142.139.172";160;4;0;"161.142.139.172"
"72.10.160.170";30145;"PK";"Islamabad";"Islamabad";"Пакистан";1;1;1;0;0;0;0;1;0;1;0;"154.192.48.107";159;4;0;"154.192.48.107"
"72.10.160.170";24961;"BD";"Dhaka";"Dhaka";"Бангладеш";1;1;1;0;0;0;0;1;1;1;0;"103.111.4.241";159;4;0;"103.111.4.241"
"72.10.160.170";21509;"MM";"Yangon";"Yangon";"Мьянма (Бирма)";1;1;1;0;0;0;0;0;1;1;0;"103.135.217.166";159;4;0;"103.135.217.166"
"72.10.160.170";20061;"BD";"Dhaka";"Dhaka";"Бангладеш";1;1;1;0;0;0;0;1;1;1;0;"45.118.60.6";159;4;0;"45.118.60.6"
"72.10.160.170";9779;"KH";"Phnom Penh";"Phnom Penh";"Камбоджа";1;1;1;0;0;0;0;1;1;1;0;"118.67.205.147";159;4;0;"118.67.205.147"
"72.10.160.170";8107;"US";"Glen Allen";"Virginia";"США";1;1;1;0;0;0;0;1;1;1;0;"173.53.3.83";159;4;0;"pool-173-53-3-83.rcmdva.fios.verizon.net"
"72.10.160.170";3647;"MX";"Benito Juarez";"Mexico City";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"201.141.121.150";159;4;0;"customer-201-141-121-150.cablevision.net.mx"
"72.10.160.170";2533;"GB";"Cambridge";"Cambridgeshire";"Великобритания";1;1;1;0;0;0;0;1;1;1;0;"80.4.73.183";159;4;0;"cmbg-20-b2-v4wan-168095-cust438.vm17.cable.virginm.net"
"72.10.160.92";7683;"MY";"Kuala Lumpur";"Kuala Lumpur";"Малайзия";1;1;1;0;0;0;0;1;1;1;0;"104.28.205.52";158;7;0;"104.28.205.52"
"67.43.236.20";18815;"IN";"Ghaziabad";"Uttar Pradesh";"Индия";1;0;1;0;0;0;0;1;1;1;0;"223.233.77.16";280;7;1;"223.233.77.16"
"67.43.236.18";22593;"TW";"Taipei";"Taipei City";"Тайвань";1;1;1;0;0;0;0;1;1;1;0;"39.14.1.182";157;12;3;"39-14-1-182.adsl.fetnet.net"
"67.43.228.253";18069;"MY";"Butterworth";"Penang";"Малайзия";1;1;1;0;0;1;0;1;1;1;0;"183.78.82.53";157;3;0;"183.78.82.53"
"67.43.228.250";5697;"ID";"Kendari";"Southeast Sulawesi";"Индонезия";1;1;1;0;0;0;0;1;1;1;0;"180.251.152.118";156;6;0;"180.251.152.118"
"72.10.160.93";2723;"US";"Queens";"New York";"США";1;0;1;0;0;1;0;1;1;1;0;"72.227.160.47";1175;1;0;"syn-072-227-160-047.res.spectrum.com"
"59.110.215.11";1991;"CN";"Beijing";"Beijing";"Китай";1;1;1;0;0;0;0;0;0;1;1;"59.110.215.11";300;3805;21586;"59.110.215.11"
"14.224.174.168";3992;"VN";"Ph Th";"Ph Th Province";"Вьетнам";1;0;1;0;0;0;0;0;0;0;0;"14.188.201.95";301;39;11;"static.vnpt.vn"
"81.16.245.179";53281;"GE";"Tbilisi";"Tbilisi";"Грузия";1;0;1;0;0;0;0;0;0;0;0;"81.16.245.179";158;7112;33901;"81.16.245.179"
"72.10.164.178";32331;"VE";"";"";"Венесуэла";1;1;1;0;0;1;0;1;1;1;0;"38.172.59.28";159;3;1;"38.172.59.28"
"14.224.174.168";4772;"VN";"Hanoi";"Hanoi";"Вьетнам";1;0;1;0;0;0;0;0;0;0;0;"113.177.85.231";295;17;11;"113.177.85.231"
"187.251.224.167";8081;"MX";"Len";"Guanajuato";"Мексика";1;0;1;0;0;0;0;0;0;0;0;"187.251.224.167";270;237;1784;"fixed-187-251-224-167.totalplay.net"
"72.10.164.178";31633;"IN";"";"";"Индия";1;1;1;0;0;1;0;1;1;1;0;"49.42.158.223";164;3;0;"49.42.158.223"
"72.10.164.178";30239;"PK";"Karachi";"Sindh";"Пакистан";1;1;1;0;0;0;0;1;0;1;0;"202.47.38.97";164;3;0;"202.47.38.97"
"72.10.164.178";25605;"PK";"Islamabad";"Islamabad";"Пакистан";1;1;1;0;0;1;0;1;0;1;0;"154.192.18.45";164;3;0;"154.192.18.45"
"72.10.164.178";25159;"CA";"Toronto";"Ontario";"Канада";1;1;1;0;0;1;0;1;1;1;0;"173.32.202.119";164;3;0;"173.32.202.119"
"72.10.164.178";24491;"AE";"Abu Dhabi";"Abu Dhabi";"ОАЭ";1;1;1;0;0;1;0;1;1;0;0;"94.59.104.121";164;3;0;"bba-94-59-104-121.alshamil.net.ae"
"72.10.164.178";21669;"PE";"Lima";"Lima Province";"Перу";1;1;1;0;0;1;0;1;1;1;0;"190.239.139.214";164;3;0;"190.239.139.214"
"72.10.164.178";20663;"MN";"Ulan Bator";"Ulaanbaatar";"Монголия";1;1;1;0;0;1;0;1;1;1;0;"66.181.176.159";164;3;0;"66.181.176.159"
"72.10.164.178";19679;"IN";"Bengaluru";"Karnataka";"Индия";1;1;1;0;0;1;0;1;1;1;0;"223.185.132.174";164;3;0;"223.185.132.174"
"72.10.164.178";18779;"KW";"As Slimyah";"Hawalli";"Кувейт";1;1;1;0;0;1;0;1;1;1;0;"37.231.32.170";164;3;0;"37.231.32.170"
"72.10.164.178";17605;"MX";"Morelia";"Michoacn";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"189.243.35.209";163;3;0;"dsl-189-243-35-209-dyn.prod-infinitum.com.mx"
"72.10.164.178";16799;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;1;1;0;0;1;0;1;1;1;0;"190.121.239.164";163;3;0;"190.121.239.164"
"72.10.164.178";12751;"IN";"Pune";"Maharashtra";"Индия";1;1;1;0;0;0;0;1;1;0;0;"223.233.83.246";163;3;0;"abts-north-dynamic-246.83.233.223.airtelbroadband.in"
"72.10.164.178";11307;"IN";"Surat";"Gujarat";"Индия";1;1;1;0;0;0;0;1;1;1;0;"103.251.59.248";163;3;0;"103.251.59.248"
"72.10.164.178";9153;"BR";"Campo Grande";"Mato Grosso do Sul";"Бразилия";1;1;1;0;0;1;0;1;1;1;0;"177.83.23.245";163;3;0;"b15317f5.virtua.com.br"
"72.10.164.178";7781;"PH";"Makati City";"Metro Manila";"Филиппины";1;1;1;0;0;1;0;1;1;1;0;"131.226.101.12";163;3;0;"131.226.101.12"
"72.10.164.178";6679;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;1;1;0;0;0;0;1;1;1;0;"45.230.46.37";163;3;0;"45.230.46.37"
"72.10.164.178";6167;"IN";"Ghaziabad";"Uttar Pradesh";"Индия";1;1;1;0;0;0;0;1;1;1;0;"103.170.81.198";163;3;0;"103.170.81.198"
"72.10.164.178";6073;"PK";"";"";"Пакистан";1;1;1;0;0;0;0;0;0;0;0;"103.225.221.78";163;3;0;"103.225.221.78"
"72.10.160.92";6007;"AR";"Baradero";"Buenos Aires";"Аргентина";1;1;1;0;0;1;0;1;1;1;0;"186.138.107.31";265;1;0;"186.138.107.31"
"67.43.236.18";17539;"AU";"Sydney";"New South Wales";"Австралия";1;1;1;0;0;0;0;1;1;1;0;"101.115.25.7";161;63;0;"101.115.25.7"
"47.90.205.231";33333;"US";"";"Virginia";"США";1;1;1;0;0;0;0;0;0;0;0;"47.90.205.231";280;97448;107504;"47.90.205.231"
"8.213.151.128";3128;"KR";"Seoul";"Seoul";"Республика Корея";1;0;1;0;0;0;0;0;0;1;0;"8.213.151.128";285;12571;6858;"8.213.151.128"
"72.10.160.170";32803;"BR";"Bom Jesus do Itabapoana";"Rio de Janeiro";"Бразилия";1;1;1;0;0;1;0;1;1;1;0;"170.238.191.255";284;1;0;"170.238.191.255"
"72.10.160.170";32447;"TH";"Bangkok";"Bangkok";"Таиланд";1;1;1;0;0;1;0;1;1;1;0;"49.229.179.205";284;1;0;"49.229.179.205"
"72.10.160.170";31159;"ID";"Metro";"Lampung";"Индонезия";1;1;1;0;0;1;0;1;1;1;0;"103.91.137.5";284;1;0;"103.91.137.5"
"72.10.160.170";30483;"DO";"Santo Domingo";"Nacional";"Доминиканская Республика";1;1;1;0;0;1;0;1;1;1;0;"66.9.172.151";284;1;0;"customer.mmmiflx1.pop.starlinkisp.net"
"72.10.160.170";29285;"PK";"Islamabad";"Islamabad";"Пакистан";1;1;1;0;0;1;0;1;0;1;0;"154.192.17.61";284;1;0;"154.192.17.61"
"72.10.160.170";28183;"GB";"Woking";"Surrey";"Великобритания";1;1;1;0;0;1;0;1;1;1;0;"82.1.193.27";284;1;0;"nmal-23-b2-v4wan-170460-cust282.vm24.cable.virginm.net"
"72.10.160.170";27741;"PH";"Bayombong";"Province of Nueva Vizcaya";"Филиппины";1;1;1;0;0;1;0;1;1;1;0;"49.150.5.232";284;1;0;"dsl.49.150.5.232.pldt.net"
"72.10.160.170";27449;"BH";"Hamad Town";"Northern";"Бахрейн";1;1;1;0;0;1;0;1;1;1;0;"109.161.186.140";284;1;0;"109-161-186-140.rev.bb.zain.com"
"72.10.160.170";25373;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;1;1;0;0;1;0;1;1;1;0;"190.202.180.23";284;1;0;"190-202-180-23.lms-01-p70.cantv.net"
"72.10.160.170";23643;"HK";"";"";"Гонконг";1;1;1;0;0;0;0;1;1;1;0;"218.102.151.45";284;1;0;"pcd619045.netvigator.com"
"72.10.160.170";23607;"HK";"";"";"Гонконг";1;1;1;0;0;1;0;1;1;1;0;"58.152.244.223";284;1;0;"n058152244223.netvigator.com"
"72.10.160.170";22215;"US";"Oxnard";"California";"США";1;1;1;0;0;1;0;1;1;1;0;"47.153.178.102";284;1;0;"47.153.178.102"
